tweet,sentiment
everyones just set to 'Away' on msn.. nobody to talk to :\,0
mmm nandos is good (y) and topshop rules i am actually devastated that i cant come to to london show 'm8' bailed out,0
"burning cd`s,,,,,,,,, **** outa blank disc`s",1
i love you kim kardashian i watch your tv show keeping up with the kardashians ur blessed with good looks,1
"I started X-Slimmer at eight this morning, it`s still going  I hate that it always want`s my friggin password.",0
'locked up abroad' makes bein half brown good risk mgmt when travelin 3rd world. i blend. i feel sorry for my hostage magnet white pepo,0
I REALLY  should have gone to the Chiropractor this week . . And today  my neck hurts so bad,0
school. 39 days !!! so exited. Amazing premier,1
haha i wish i could! I look like a little boy now,1
I just woke up. My teeth really hurt from my rubber bands,0
Awwwww!!!! And the gorgeous photo from California!!! You two make me melt!!!,1
friends from Traveller`s Tales held a farewell party for me but I kinda disappointed them that I would still be here until Sep. My fault.,0
I try soo hard toget what I want.. & I always end up having a goose egg..,0
Aw poor you..ironing! Eek! lol It`s raining here too.....prob try and get out with the kids later..nt too exciting im afraid!,0
hmmmmï¿½being home isn`t *all* great  http://u.nu/8m68,1
Yeah it was great to be outside without rain/snow & cold air! Love the sunny days,1
Its already hot outside...  thank goodness my car has amazing a.c!!! cyalater!!! off to work!!!,1
Ugh RUDE!..,0
SOunds goood!,1
"Well, at least you wont be late!",0
"i was going tonight, but you never wrote me back with the info  im sososo sad...",0
going to bed cuz i have to get up at like seven thirty or something tomorrow. today was actually not that bad of a day.,1
"Possibly, yes.",1
y does it hurt so much? i can`t even chew gum.  i`ve lost so much weight because i can`t even eat,0
fo shizzle. . . i`m bored and wanna go do something.  wish i went to pisay today. oh wellz. wonder who were there.,0
"In worst case cenario, I`ll show up on OFFF with a white mask, and scare everyone. Even better: everyone should wear a mask besides me.",0
: yes  and ily,1
I have started to fear weekends since joining German classes,0
"AWOOOOGAHHHHHH!!!! heheee hope you get some decently priced breakfast real quick, David",1
I don`t think I`m very well. Just in time for the weekend,0
"tell zach & jer I said happy birthday!  they seem like cool brothers, youre lucky haha",1
not having a good day..one bad thing after another,0
have yet to start this paper due tonight. i have no motivation,0
enjoy NOLA definitely one of my favorite cities in the world. Please have a beignet with chocolate for me,1
try being my height in small cars  not much fun specially on bumbpy country roads! haha,0
Actual wiki entry 'The Million Dollar Homepage' made me just shake my head due to the fact that ... sometimes...somtimes things just work,0
Dont worry man. You`ll see me just as much this week as you did last week.,1
because your mean to me and it makes me sad!,0
Mikey I`m bored,0
"the $60,000 i spent going to college was well spent.  I`m going to meet a man tomorrow in the Toys`R`Us parking lot for a cleaning job.",1
Sweat is just not cute.  Unfortunately I haven`t figured out how to work out without sweating. BOO.,0
Such a long day!!! So much fun though  tomorrow will be just as much.,1
it can only get better.,1
http://twitpic.com/5ut6j - aww  he must be an amazing brother!,1
"You want ittt, you got ittt!",1
Ha!  I dunno about standing anything up.  Very very rough today.  It hurts to talk.,0
lol i like challenges  the more impossible the more i want to try!,1
actually loves nesquik cereal,1
always excited for a new chapter in my life. just didnt expect it to be so emotional.,0
"-- No fair, I want a sticker but I just moved away from London",0
Hahahahahahahahahah! That tickled me so much!,1
Awesome! that`s how I wanna roll when I become mogul status,1
You`re welcome... and you`re welcome!,1
"wants to move to QLD already, this cold weather is killing me",0
"That`s great Bastos!  I`m happy for you. You gonna do the mabaho leg, to celebrate? haha",1
Last free Friday.,0
I know it`s just a sprain. It`s a repetitive injury for me.,0
I think I`ve been killed judging bt my energy after attacking just to see what happened  #spymaster,0
Happy Mother`s Day.. To All The MommiiEs Owt Theaa... & ii Think ii Got Thaa Hang Of ThiiS ThiiNg.. Yay!!!,1
out of commish for a few days in ATL with fam.  Just saw the updates to the .net website... Looks AWESOME!,1
gots a headache now,0
"had a fun time at the concert!  almost got a picture with Taylor Momsen, freakin next in line then she left!",1
Yay! I too had some joy in that department,1
I am a big fan of Danny Dyer I have to say this movie looks awesome  http://snurl.com/hpwnz,1
"Oh, and a very good review",1
i hope you knew its due tuesday,1
"Work, work, work. Finally not sick, though.",1
I am so sad... How come Pooch Hall from The Game has not accepted my friend request on Facebook Yet,0
You are very welcome. You deserve #followfriday every day!,1
"just finished mine, some parts were remarkably difficult  cramming kanji now!",0
Knew she was an idiot..,0
You are too kind! I swear I`m always feeding someone!,1
Thanks darling girl   ****,1
hey ive seen the musical live its funny lol,1
"Radio:ACTIVE never gets old and never will  this is the 4th time i have listened to the cd (its on repeat) today, and still love it! =D",1
Just woke up from a five hour nap. I still have a headache.  Medication time!,0
"thanks 2 become my friend,twitter..  selalu ada ruang untuk sahabat",1
we keep getting pet days  but i heard the weekend is to be fab !!! wedding how soon again ?,1
_emo_zac and a good morning from france to my zaccie,1
Your peanut butter soup was amazing and so was everything else!  Your soup was just a higher form of amazing,1
...actually find something they`ll like. it`s easy to get a good gift with a lot of money tbh. nowhere near as personal though,1
getting ready for the dayyyyyyyyyyyy. i hope work goes good!,1
Happy mothers day to all the mums!,1
"Ugh, looks like you`ll have some work to do . Good luck",1
looks like another sober weekend ahead...,0
...i had a yay moment today  YAY hope you did too!,1
Sadly I think I know exactly were you put it--in the expired drawer   Those things have a life span of less than two years,0
"Hope you find a nice and healthy, also cheap, breakfast!",1
"I dont like seeing my best friend cry, it breaks my heart and I dont know what to do or say",0
I saw the sun..... but then I blink and it was gone,0
Ohnoes!   That`s icky!,0
"traveling alone makes i meet new people,new circle ..strangers become friends",1
Awww thats not fair to me. Now im a lil sad,0
well.. all my slacking off earned me a D and a C   but at least everything else are A`s and B`s ^^  next school year all B`s and A`s Esh!,1
_in_love aww me too!!!  we miss you.,1
gahh!! i`m so tired right now.,0
No worries,1
People at work are stressing me out.,0
"- Me. because my ex boyfriend of 2 years (we broke up 2 months ago) is engaged to his gf of 6 weeks.  sad, embarrassed. Hug?",0
i would be looking forward to seeing you tonight if i was going,1
"oh kasa, please lose the hair do",0
yes LOL that`s good one .remeber that bottoms are always the top .,1
No problem! These boxes are _made_ for undernourished IT professionals,1
Listening to Miley Cyrus Breakout CD ! love it!,1
is excited about Taylor Swift on wednesday!!!,1
"I`m good, thanks.  Hope you`re enjoying the weekend!",1
"my camera`s being a doucheeee, it stopped working",0
"Ahh that`s fun  I had work last night, a party after, went to the movies today to see Wolverine. Was a good weekend",1
is soooo hungry right now! Why is it not lunch time!,0
hahaha  is SUCH nonsense,0
"what about Midge? She definitely has to be in on that tie for first. She`s completely dumb  and yeah, punk`d indeed",0
soooo jelous of you right now,0
I have to work in the morning while my friends get to party it up.....stupid bberry lite flashing red and I have no messages!,0
wondering if my local Borders is going to make it. Lots of bare shelves... It makes me sad,0
Too hot. Station isn`t packed but train packed. No windows open on train. Roasted sardines.,0
time for bed.....got some learning to do tomorrow with an early start  night night good people ****,1
http://twitpic.com/670rw - i miss my puppy,0
"Today I`m sad, my cat of 10 years has just stopped eating, and is very sick.",0
My dreams have been crushed...Spock does not like the ladies.,0
haha that sucks! actually mine is worse. mines ft math  eww,0
haha yay We love you too Mr. Shane Dawson,1
Love to see that!,1
Had a great weekend with John-back to work for 3 days then going to Illinois on Thurs & Fri for more Gigs with John,1
at home and sore knee,0
flashlight tag!  i love playing games in the dark.,1
"haha  I love Dnt Regret It Now with Tyga <3 But just randomly, DeLeon sings on Tifanny Blews! Haha like one line.. XD",1
"It`s simple for those who know how to use it hahaa, i`m glad you`re okay  **** x",1
"just saw ghosts of girlfriends past with my bf, that movie was so predictable but so funny! i loved it",1
i hope its earlier. september is along time offf,1
lucky! that`s awesome,1
_KittyKat That`s very nice of him.,1
"..Get Over On His Mom & Now I Feel Horrible, He Must Think I am.  That`s Not What I Meant. Just Thought It`d Be Better Than The Brunt.",0
So exhausted..can`t sleep. I don`t like these nights,0
ok... twitter I almost pass out because of you!! ****    :`(,0
I am blessed beyond measure,1
Back at the vet and it isn`t good,0
yer  i hope the competition doesnt end before i post my video! lol but there are some really good singers who entered.....,1
_Music I was not hugged,0
want somebody to hold me Alma! tear tear,0
i have bad news... i have to go take the dog for a walk--they`re upset w/me!,0
"_Phatass hopefully you`re up before 8, as meeting is at 8",1
Lol...  Its NOT the same!!!,1
Yeah! Thanks! I`ll be back in soon to see what ya got!,1
i can`t studyyyyyyyyyyyyyyyyyyyyyyyyy  i have an exam tom,0
_taff_jones  Oh and...NEVAR USE KDE IT IS MADE OF FAIL!,0
oic.. will need to get upgrade space if I do want to use it then.thanks  Will most prob only use photoshop and dreamweaver,1
Uh-Oooh my throat is scratchy,0
I REEEALLY wish I could be there  haven`t been n a while.what`s goin on down there lately?,1
oh no! I just crashed my ball pump,0
